#CUE_COLUMN	FRAGMENT_COLUMN	INSTANCE_COLUMN	EXTREME_COLUMN	LEXICALIZATION_COLUMN	OPPOSING_SENTIMENT_COLUMN	TABOO_COLUMN	ANTONYM_COLUMN	UNUSUAL_COLUMN	LABEL_COLUMN
NO_CUE	You must save so much money	You must save so much money because you do not buy anything nice for yourself.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	You mustn't ... very often.	You mustn't eat junk food very often.	_	_	_	_	_	_	OTHER
NO_CUE	You mustn't ... very often.	You mustn't get to enjoy yourself outside of work very often.	_	_	_	_	_	_	OTHER
NO_CUE	You need to act	You need to act kinder to others.	_	_	_	_	_	_	OTHER
NO_CUE	You need to act	You need to act on your own if you want to succeed in life.	_	_	_	_	_	_	OTHER
NO_CUE	You never seem to	You never seem to be in a good mood.	EXTREME	_	_	_	ANTONYM	UNUSUAL	OTHER
NO_CUE	You never seem to	You never seem to finish anything.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You never seem to	You never seem to take your turn to empty the dishwasher.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You never seem to	You never seem to understand people's needs.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You never waste	You never waste an opportunity to pass judgement on me.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You never waste	You never waste any time on people you are not too sure of.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	You never waste	You never waste time meeting your needs.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You obviously wouldn't understand why	You obviously wouldn't understand why I am upset.	_	_	_	_	_	_	OTHER
NO_CUE	You practically have a	You practically have a hold on everyone in the office.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You raise ... to a new level.	You raise overworking to a new level.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You really ..., regardless ...	You really carry on talking, regardless of the mood in the room.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You really ..., regardless ...	You really need to improve on your people skills, regardless of your social anxieties.	_	_	_	_	_	_	OTHER
NO_CUE	You really do not	You really do not listen to instructions.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You really do not	You really do not think highly of me.	_	_	_	_	_	_	OTHER
NO_CUE	You rely on	You rely on others to do your work.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You rely on	You rely on people who do not necessarily have your best interests at heart.	_	_	_	_	_	_	OTHER
NO_CUE	You rely on	You rely on your parents a bit too much.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	You reside with	You reside with a rather tricky person.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You reside with	You reside with people that are not good for you.	_	_	_	_	_	_	OTHER
NO_CUE	You reside with	You reside with your parents at the age of 37.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	You seem to	You seem to be struggling with your homework.	_	_	_	_	_	_	OTHER
NO_CUE	You seem to	You seem to be unclear on what you want.	_	_	_	_	_	_	OTHER
NO_CUE	You seem to	You seem to derive pleasure from putting yourself in harm's way.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	OTHER
NO_CUE	You seem to	You seem to enjoy causing yourself pain.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	OTHER
NO_CUE	You seem to	You seem to not take plans with your friends very seriously.	_	_	_	_	_	_	OTHER
NO_CUE	You seem to	You seem to stress out too much about small things.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You seem to have	You seem to have a strong sense of what's right and wrong.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You seem to have	You seem to have started off on the wrong foot.	_	_	_	_	_	_	OTHER
NO_CUE	You should	You should be more open-minded.	_	_	_	_	_	_	OTHER
NO_CUE	You should	You should learn to accept yourself.	_	_	_	_	_	_	OTHER
NO_CUE	You should	You should look into developing your critical thinking skills.	_	_	_	_	_	_	OTHER
NO_CUE	You should compete in	You should compete in an eating competition with your appetite.	_	_	_	_	_	_	OTHER
NO_CUE	You should compete in	You should compete in the Olympics.	_	_	_	_	_	_	OTHER
NO_CUE	You shouldn't be allowed to	You shouldn't be allowed to gain credit without contributing.	_	_	_	_	_	_	OTHER
NO_CUE	You start more ... than ...	You start more hobbies than you can reasonably expect to master.	_	_	_	_	_	_	OTHER
NO_CUE	You start more ... than ...	You start more tasks than you can finish.	_	_	_	_	_	_	OTHER
NO_CUE	You still need to find the keys to	You still need to find the keys to the office.	_	_	_	_	_	_	OTHER
NO_CUE	You still need to find the keys to	You still need to find the keys to what you have lost.	_	_	_	_	_	_	OTHER
NO_CUE	You still need to find the keys to	You still need to find the keys to your happiness.	_	_	_	_	_	_	OTHER
NO_CUE	You struggle to do things	You struggle to do things as quickly as I would have hoped.	_	_	_	_	_	_	OTHER
NO_CUE	You struggle to do things	You struggle to do things coherently.	_	_	_	_	_	_	OTHER
NO_CUE	You struggle to do things	You struggle to do things that others find simple.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You sure do enjoy	You sure do enjoy baking for the homeless.	_	_	_	_	_	_	OTHER
NO_CUE	You sure do enjoy	You sure do enjoy brightening peoples' day.	_	_	_	_	_	_	OTHER
NO_CUE	You sure do enjoy	You sure do enjoy dancing.	_	_	_	_	_	_	OTHER
NO_CUE	You sure do enjoy	You sure do enjoy eating at McDonald's.	_	_	_	_	_	_	OTHER
NO_CUE	You sure do enjoy	You sure do enjoy flower arranging.	_	_	_	_	_	_	OTHER
NO_CUE	You sure do enjoy	You sure do enjoy making a kinder world.	_	_	_	_	_	_	OTHER
NO_CUE	You sure do enjoy	You sure do enjoy simple pleasures.	_	_	_	_	_	_	OTHER
NO_CUE	You sure do enjoy	You sure do enjoy singing along to the radio.	_	_	_	_	_	_	OTHER
NO_CUE	You sure do enjoy	You sure do enjoy so many varied hobbies.	_	_	_	_	_	_	OTHER
NO_CUE	You sure do enjoy	You sure do enjoy taking time to relax.	_	_	_	_	_	_	OTHER
NO_CUE	You sure do enjoy	You sure do enjoy walks in the countryside.	_	_	_	_	_	_	OTHER
NO_CUE	You take	You take advantage of every chance you get.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	You take	You take advantage of other people's good nature.	_	_	_	_	_	_	OTHER
NO_CUE	You take	You take advantage of our business' expenses arrangements.	_	_	_	_	_	_	OTHER
NO_CUE	You take	You take life too seriously.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You take	You take too long in the shower.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	You think you are	You think you are being helpful but it hurts my feelings.	_	_	_	_	_	_	OTHER
NO_CUE	You think you are	You think you are going places.	_	_	_	_	_	_	OTHER
NO_CUE	You turn my	You turn my stomach when you talk about your accident.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	You turn my	You turn my world upside down when you say those things.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You were mildly	You were mildly obtrusive at dinner tonight.	_	_	_	_	_	_	OTHER
NO_CUE	You will ... anyone.	You will sweet talk anyone.	EXTREME	LEXICALIZATION	_	_	_	_	OTHER
NO_CUE	You will ... anyone.	You will trust anyone.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You will never be a	You will never be a more positive person than I am.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	You would be a good	You would be a good mother.	_	_	_	_	_	_	OTHER
NO_CUE	You would be a good	You would be a good prime minister.	_	_	_	_	_	_	OTHER
NO_CUE	You would be a good	You would be a good role model for others.	_	_	_	_	_	_	OTHER
NO_CUE	You would be a good	You would be a good software tester and bug finder as everything always seems to go wrong for you!	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You would be a good	You would be a good teacher.	_	_	_	_	_	_	OTHER
NO_CUE	You would be perfectly at home	You would be perfectly at home in a Conservative party conference.	_	_	_	_	_	_	OTHER
NO_CUE	You would do well	You would do well if you could focus on the task.	_	_	_	_	_	_	OTHER
NO_CUE	You would do well	You would do well in a slower paced environment.	_	_	_	_	_	_	OTHER
NO_CUE	You would do well	You would do well in a team of quieter people.	_	_	_	_	_	_	OTHER
NO_CUE	You would fit well in	You would fit well in an easier college course.	_	_	_	_	_	_	OTHER
NO_CUE	You would look more	You would look more comfortable if you allowed yourself to sit less stiffly.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	You would look more	You would look more suitable dressed in more formal attire.	_	_	_	_	_	_	OTHER
NO_CUE	You would make	You would make better bread if you put in more time.	_	_	_	_	_	_	OTHER
NO_CUE	You would not be considered	You would not be considered for any roles which required the ability to lead.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	You would not be considered	You would not be considered for promotion.	_	_	_	_	_	_	OTHER
NO_CUE	You wouldn't	You wouldn't dare.	_	_	_	_	_	_	OTHER
NO_CUE	You wouldn't	You wouldn't hate anyone.	_	_	_	_	_	_	OTHER
NO_CUE	You wouldn't	You wouldn't hurt me.	_	_	_	_	_	_	OTHER
NO_CUE	You wouldn't	You wouldn't put your own needs first.	_	_	_	_	_	_	OTHER
NO_CUE	You'd make ...	You'd make a plan and then worry about your decisions.	_	_	_	_	_	_	OTHER
NO_CUE	You'd tell ... how to be ...	You'd tell him how to be more proficient.	_	_	_	_	_	_	OTHER
NO_CUE	You'd tell ... how to be ...	You'd tell the queen how to be more regal.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You'd tell ... how to be ...	You'd tell your boss how to be a better manager.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You'll do well within the confines	You'll do well within the confines of very clear instructions.	_	_	_	_	_	_	OTHER
NO_CUE	You'll do well within the confines	You'll do well within the confines of your special abilities.	_	_	_	_	_	_	OTHER
NO_CUE	You'll let anyone	You'll let anyone get away with their actions.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You'll let anyone	You'll let anyone ruin your confidence even when they are wrong.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You'll never	You'll never be willing to accept another person's point of view.	EXTREME	_	_	_	ANTONYM	UNUSUAL	OTHER
NO_CUE	You'll never	You'll never get better if you don't try.	_	_	_	_	_	_	OTHER
NO_CUE	You've been giving yourself a good workout raising	You've been giving yourself a good workout raising the bar to a point where others can meet it.	_	_	_	_	_	_	OTHER
NO_CUE	You've been giving yourself a good workout raising	You've been giving yourself a good workout raising your anxiety levels.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You've caused a tornado of	You've caused a tornado of emotions.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You've caused a tornado of	You've caused a tornado of injustice.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You've caused a tornado of	You've caused a tornado of torment.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You've caused a tornado of	You've caused a tornado of work.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You've redefined the term ... for me.	You've redefined the term ambiguous for me.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	Your ... are beginning to show.	Your prejudices are beginning to show.	_	_	_	_	_	_	OTHER
NO_CUE	Your ... are beginning to show.	Your weaknesses are beginning to show.	_	_	_	_	_	_	OTHER
NO_CUE	Your ... does not exist.	Your God does not exist.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	Your ... does not exist.	Your capacity to deal with multiple issues simultaneously does not exist.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	Your ... does not exist.	Your idea of what makes a great icebreaker does not exist.	_	_	_	_	_	_	OTHER
NO_CUE	Your ... does not exist.	Your limit for saying yes to favours does not exist.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	Your ... five minutes before you arrived.	Your team completed the task five minutes before you arrived.	_	_	_	_	_	_	OTHER
NO_CUE	Your ... in your nether regions.	Your surgical scar, unfortunately, will be visible in your nether regions.	_	_	_	TABOO	_	_	OTHER
NO_CUE	Your ... is admirable.	Your commitment to your values is admirable.	_	_	_	_	_	_	OTHER
NO_CUE	Your ... is admirable.	Your honesty is admirable.	_	_	_	_	_	_	OTHER
NO_CUE	Your ... is admirable.	Your kindness is admirable.	_	_	_	_	_	_	OTHER
NO_CUE	Your ... is admirable.	Your patience is admirable.	_	_	_	_	_	_	OTHER
NO_CUE	Your ... is admirable.	Your willingness to endure pain in the pursuit of pleasure is admirable.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	Your ... is astonishing.	Your ability to concentrate is astonishing.	_	_	_	_	_	_	OTHER
NO_CUE	Your ... is astonishing.	Your adaptability is astonishing.	_	_	_	_	_	_	OTHER
NO_CUE	Your ... is astonishing.	Your commitment to doing things your own way is astonishing.	_	_	_	_	_	_	OTHER
NO_CUE	Your ... is astonishing.	Your debut novel is astonishing.	_	_	_	_	_	_	OTHER
NO_CUE	Your ... is astonishing.	Your energy is astonishing.	_	_	_	_	_	_	OTHER
NO_CUE	Your ... is astonishing.	Your hair is astonishing.	_	_	_	_	_	_	OTHER
NO_CUE	Your ... is in vain.	Your effort is in vain.	_	_	_	_	_	_	OTHER
NO_CUE	Your ... is in vain.	Your hard work is in vain.	_	_	_	_	_	_	OTHER
NO_CUE	Your ... is in vain.	Your wish to make me smile at your jokes is in vain.	_	_	_	_	_	_	OTHER
NO_CUE	Your ... is showing.	Your slip is showing.	_	_	_	_	_	_	OTHER
NO_CUE	Your ... is showing.	Your tendency to make a mountain out of a molehill is showing.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	Your ... is unmatched.	Your ability to know every aspect of your childrens lives is unmatched.	_	_	_	_	_	_	OTHER
NO_CUE	Your ... is unmatched.	Your ability to push through no matter what is unmatched.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	Your ... must be so strong to allow ...	Your heart must be so strong to allow forgiveness.	_	_	_	_	_	_	OTHER
NO_CUE	Your ... must be so strong to allow ...	Your patience must be so strong to allow children to play with your makeup.	_	_	_	_	_	_	OTHER
NO_CUE	Your ... must be so strong to allow ...	Your will power must be so strong to allow you to stick to this regime.	_	_	_	_	_	_	OTHER
NO_CUE	Your ... of what is ... is a talent.	Your idea of what is the wrong thing to do is a talent.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	OTHER
NO_CUE	Your ... of what is ... is a talent.	Your misunderstanding of what is being communicated is a talent.	EXTREME	_	OPPOSING_SENTIMENT	_	_	_	OTHER
NO_CUE	Your ... seem to be declining.	Your numbers at work seem to be declining.	_	_	_	_	_	_	OTHER
NO_CUE	Your ability to ... has always inspired me.	Your ability to dance has always inspired me.	_	_	_	_	_	_	OTHER
NO_CUE	Your ability to ... has always inspired me.	Your ability to encourage others has always inspired me.	_	_	_	_	_	_	OTHER
NO_CUE	Your ability to ... has always inspired me.	Your ability to persist through difficulties has always inspired me.	_	_	_	_	_	_	OTHER
NO_CUE	Your ability to ... has always inspired me.	Your ability to shock has always inspired me.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	OTHER
NO_CUE	Your ability to ... has always inspired me.	Your ability to show leadership has always inspired me.	_	_	_	_	_	_	OTHER
NO_CUE	Your ability to ignore ... is astonishing.	Your ability to ignore my well laid out instructions is astonishing.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	OTHER
NO_CUE	Your ability to ignore ... is astonishing.	Your ability to ignore the negativity is astonishing.	EXTREME	_	OPPOSING_SENTIMENT	_	_	_	OTHER
NO_CUE	Your body proportions are ... than ...	Your body proportions are much harder to draw than hers.	_	_	_	_	_	_	OTHER
NO_CUE	Your brother was just saying how much he appreciates your	Your brother was just saying how much he appreciates your blaring music while he's trying to study.	EXTREME	_	OPPOSING_SENTIMENT	_	_	_	OTHER
NO_CUE	Your brother was just saying how much he appreciates your	Your brother was just saying how much he appreciates your helpfulness at home.	_	_	_	_	_	_	OTHER
NO_CUE	Your brother was just saying how much he appreciates your	Your brother was just saying how much he appreciates your honesty.	_	_	_	_	_	_	OTHER
NO_CUE	Your brother was just saying how much he appreciates your	Your brother was just saying how much he appreciates your kinship.	_	_	_	_	_	_	OTHER
NO_CUE	Your brother was just saying how much he appreciates your	Your brother was just saying how much he appreciates your support with his children.	_	_	_	_	_	_	OTHER
NO_CUE	Your brother was just saying how much he appreciates your	Your brother was just saying how much he appreciates your zest for life.	_	_	_	_	_	_	OTHER
NO_CUE	Your commitment to ... is praiseworthy.	Your commitment to animals is praiseworthy.	_	_	_	_	_	_	OTHER
NO_CUE	Your commitment to ... is praiseworthy.	Your commitment to being kind is praiseworthy.	_	_	_	_	_	_	OTHER
NO_CUE	Your commitment to ... is praiseworthy.	Your commitment to equal rights is praiseworthy.	_	_	_	_	_	_	OTHER
NO_CUE	Your commitment to ... is praiseworthy.	Your commitment to family is praiseworthy.	_	_	_	_	_	_	OTHER
NO_CUE	Your commitment to ... is praiseworthy.	Your commitment to life's difficulties is praiseworthy.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	Your commitment to ... is praiseworthy.	Your commitment to the cause is praiseworthy.	_	_	_	_	_	_	OTHER
NO_CUE	Your commitment to ... is praiseworthy.	Your commitment to your work is praiseworthy.	_	_	_	_	_	_	OTHER
NO_CUE	Your family must never be worried about ... with you around.	Your family must never be worried about anything with you around.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	Your heart made	Your heart made the right choices but for the wrong reasons.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	Your imitation of ... is quite accurate.	Your imitation of a disinterested person is quite accurate.	_	_	_	_	_	_	OTHER
NO_CUE	Your imitation of ... is quite accurate.	Your imitation of a goat is quite accurate.	_	_	_	_	_	_	OTHER
NO_CUE	Your interpretation of ... is certainly radical.	Your interpretation of 'completed' is certainly radical.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	Your interpretation of ... is certainly radical.	Your interpretation of fashion is certainly radical.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	Your interpretation of ... is certainly radical.	Your interpretation of loyalty is certainly radical.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	Your interpretation of ... is certainly radical.	Your interpretation of salsa dancing is certainly radical.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	Your life is	Your life is on hold.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	Your life is	Your life is the result of your negative actions and thoughts.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	Your life is far from	Your life is far from easy.	_	_	_	_	_	_	OTHER
NO_CUE	Your love of ... is astounding.	Your love of art is astounding.	_	_	_	_	_	_	OTHER
NO_CUE	Your love of ... is astounding.	Your love of beautiful music is astounding.	_	_	_	_	_	_	OTHER
NO_CUE	Your love of ... is astounding.	Your love of life and commitment to others is astounding.	_	_	_	_	_	_	OTHER
NO_CUE	Your love of ... is astounding.	Your love of looking after rescue cats is astounding.	_	_	_	_	_	_	OTHER
NO_CUE	Your love of ... is astounding.	Your love of musicals is astounding.	_	_	_	_	_	_	OTHER
NO_CUE	Your love of ... is astounding.	Your love of nature is astounding.	_	_	_	_	_	_	OTHER
NO_CUE	Your love of ... is astounding.	Your love of writing is astounding.	_	_	_	_	_	_	OTHER
NO_CUE	Your main hobby must be	Your main hobby must be inspiring others.	_	_	_	_	_	_	OTHER
NO_CUE	Your main hobby must be	Your main hobby must be keeping fit.	_	_	_	_	_	_	OTHER
NO_CUE	Your main hobby must be	Your main hobby must be making people happy.	_	_	_	_	_	_	OTHER
NO_CUE	Your main hobby must be	Your main hobby must be organising everyone.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	Your sexual preferences are	Your sexual preferences are a little unorthodox.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	Your sexual preferences are	Your sexual preferences are irrelevant.	_	_	_	_	_	_	OTHER
You are a blasphemer.	We won't be seeing you in	We won't be seeing you in Heaven at this rate.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a blasphemer.	You are	You are a superb swearer.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are a blasphemer.	You are	You are clearly an expert in swearing.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are a blasphemer.	You are	You are clearly leaning towards nihilism.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a blasphemer.	You are	You aren't exactly pious.	_	_	_	_	ANTONYM	_	ABUSE
You are a blasphemer.	You are ... favourite.	You are Satan's favourite.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a blasphemer.	You are not	You are not tolerant of religion.	EXTREME	_	_	_	ANTONYM	_	OTHER
You are a blasphemer.	You don't	You don't love god.	_	_	_	_	ANTONYM	_	OTHER
You are a blasphemer.	You take	You take God's name in vain.	_	_	_	_	_	_	OTHER
You are a bootlicker.	You are	You are a brown noser.	EXTREME	LEXICALIZATION	_	_	_	UNUSUAL	ABUSE
You are a bootlicker.	You are	You are always happy to defer to others.	EXTREME	_	_	_	_	_	OTHER
You are a bootlicker.	You are not	You are not much of a freethinker then.	_	_	_	_	_	UNUSUAL	ABUSE
You are a bootlicker.	You are not very	You are not very assertive.	_	_	_	_	_	_	OTHER
You are a bootlicker.	You have	You have too many admirers.	_	_	_	_	_	UNUSUAL	OTHER
You are a bootlicker.	You have turned ... into an art form.	You have turned fawning into an art form.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a bootlicker.	You like to	You like to be told what to do.	_	_	_	_	_	UNUSUAL	OTHER
You are a bootlicker.	You like to	You like to make yourself look good with management around.	_	_	_	_	_	_	OTHER
You are a cretin.	... wasn't your strong point.	School clearly wasn't your strong point.	_	_	_	_	_	_	ABUSE
You are a cretin.	You are not bothered by	You are not bothered by too many brain cells.	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are a cretin.	You could've gone to ..., if you knew ...	You could've gone to university, if you knew what that word meant.	_	_	_	_	_	UNUSUAL	ABUSE
You are a cretin.	You have	You have deficiencies.	_	_	_	_	_	UNUSUAL	ABUSE
You are a cretin.	You have	You have the makings of somebody who will lead an easy life.	_	_	_	_	_	UNUSUAL	ABUSE
You are a criminal.	Even ... would be shocked by your actions.	Even a death row occupant would be shocked by your actions.	EXTREME	_	_	TABOO	_	UNUSUAL	ABUSE
You are a criminal.	I'll visit you	I'll visit you behind bars.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a criminal.	I'm looking forward to ..., where you ...	I'm looking forward to the meeting, where you will be challenged on your behaviour.	_	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are a criminal.	You are not	You are not keen on following the law.	_	_	_	_	ANTONYM	_	OTHER
You are a criminal.	You have	You have broken the law.	_	_	_	_	ANTONYM	UNUSUAL	OTHER
You are a criminal.	You have	You have light fingers and a personality that the mafia would be proud of.	EXTREME	LEXICALIZATION	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are a criminal.	You have a rare and impressive talent for	You have a rare and impressive talent for disregarding rules.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a criminal.	You have always given me ... vibes.	You have always given me bad vibes.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a criminal.	You keep the police	You keep the police busy.	_	_	_	_	_	UNUSUAL	ABUSE
You are a criminal.	You like to	You like to live outside the law.	EXTREME	_	OPPOSING_SENTIMENT	_	ANTONYM	UNUSUAL	ABUSE
You are a criminal.	You should	You should be behind bars.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a criminal.	You'll do well within the confines	You'll do well within the confines of a prison cell.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a drug addict.	You are	You are dependent on illegal substances.	_	_	_	TABOO	_	UNUSUAL	OTHER
You are a drug addict.	You are	You are like a walking pharmacy that specializes in getting people high.	EXTREME	_	_	TABOO	_	UNUSUAL	ABUSE
You are a drug addict.	You have	You have a problem with consuming too many illicit substances.	EXTREME	_	_	TABOO	_	UNUSUAL	OTHER
You are a drug addict.	You have	You have issues with addiction.	EXTREME	_	_	TABOO	_	UNUSUAL	OTHER
You are a drug addict.	You never waste	You never waste a drug.	EXTREME	_	_	TABOO	_	UNUSUAL	ABUSE
You are a drug addict.	You practically have a	You practically have a degree in narcotics.	EXTREME	_	_	TABOO	_	UNUSUAL	ABUSE
You are a drug addict.	You rely on	You rely on stimulants daily.	EXTREME	_	_	TABOO	_	UNUSUAL	OTHER
You are a hooligan.	When you walk the streets	When you walk the streets, mothers cross the road with their children to avoid you.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a hooligan.	You are single-handedly	You are single-handedly destroying everything.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a hooligan.	You are the reason ... have ...	You are the reason football fans have a bad reputation.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a hooligan.	You have no	You have no self-control.	EXTREME	_	_	_	_	UNUSUAL	OTHER
You are a hooligan.	You should	You should do anger management training.	EXTREME	_	_	_	_	UNUSUAL	OTHER
You are a hooligan.	Your ... is astonishing.	Your lack of boundaries for others is astonishing.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are a macho.	Some might say it is surprising you have the power	Some might say it is surprising you have the power of speech.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a macho.	You don't have	You don't have to be the alpha all the time.	EXTREME	_	_	_	_	UNUSUAL	OTHER
You are a macho.	You exude	You exude an intense masculinity.	EXTREME	_	_	TABOO	_	UNUSUAL	OTHER
You are a macho.	You have	You have all the social skills of a neanderthal.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a macho.	You have	You have testosterone coming out your ears.	EXTREME	_	_	TABOO	_	UNUSUAL	ABUSE
You are a macho.	You have obviously prioritised ... over ...	You have obviously prioritised strength over intelligence.	_	_	_	_	_	UNUSUAL	ABUSE
You are a macho.	You like to	You like to conform to masculine stereotypes.	_	_	_	TABOO	_	UNUSUAL	OTHER
You are a macho.	Your ... is showing.	Your testosterone is showing.	_	_	_	TABOO	_	UNUSUAL	ABUSE
You are a murderer.	... peoples' lives.	You end peoples' lives.	EXTREME	_	_	TABOO	_	UNUSUAL	ABUSE
You are a murderer.	I bet people in your presence don't ... for too long.	I bet people in your presence don't retain their pulse for too long.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a murderer.	You are	You are skilled at preventing things from living.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are a murderer.	You are	You are the angel of death.	EXTREME	_	OPPOSING_SENTIMENT	TABOO	_	UNUSUAL	ABUSE
You are a murderer.	You do not have ... for ...	You do not have proper regard for human life.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a murderer.	You'd make ...	You'd make the Grim Reaper scared.	EXTREME	_	_	TABOO	_	UNUSUAL	ABUSE
You are a pain in the neck.	Being around you is	Being around you is far too stressful.	_	_	_	_	_	UNUSUAL	ABUSE
You are a pain in the neck.	Being around you is	Being around you is occasionally quite draining.	_	_	_	_	_	UNUSUAL	ABUSE
You are a pain in the neck.	I am glad we can	I am glad we can only meet as often as we do.	_	_	_	_	_	UNUSUAL	ABUSE
You are a pain in the neck.	I see you take pride in	I see you take pride in winding people up.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are a pain in the neck.	I would prefer you	I would prefer you did something else, away from me.	_	_	_	_	_	UNUSUAL	ABUSE
You are a pain in the neck.	You are	You are a thorn in my side.	EXTREME	LEXICALIZATION	_	_	_	UNUSUAL	ABUSE
You are a pain in the neck.	You are	You are the reason I take painkillers.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a pain in the neck.	You are not easy to	You are not easy to get on with.	_	_	_	_	_	UNUSUAL	ABUSE
You are a pain in the neck.	You are starting to	You are starting to annoy me.	_	_	_	_	_	_	ABUSE
